date,open,high,low,close,volume
2020-07-07,210.45,214.67,207.99,208.25,33600732
2020-07-08,210.07,213.26,208.69,212.83,33600025
2020-07-09,216.33,216.38,211.47,214.32,33121700
2020-07-10,213.62,214.08,211.08,213.67,26177633
2020-07-13,214.48,215.8,206.5,207.07,38135606
2020-07-14,206.13,208.85,202.03,208.35,37591820
2020-07-15,209.56,211.33,205.03,208.04,32179409
2020-07-16,205.4,205.7,202.31,203.92,29940700
2020-07-17,204.47,205.04,201.39,202.88,31635300
2020-07-20,205.0,212.3,203.01,211.6,36884836
2020-07-21,213.66,213.94,208.03,208.75,38105777
2020-07-22,209.2,212.3,208.39,211.75,49605700
2020-07-23,207.19,210.92,202.15,202.54,67457035
2020-07-24,200.42,202.86,197.51,201.3,39827000
2020-07-27,201.47,203.97,200.86,203.85,30160900
2020-07-28,203.61,204.7,201.74,202.02,23251400
2020-07-29,202.5,204.65,202.01,204.06,19632602
2020-07-30,201.0,204.46,199.57,203.9,25079600
2020-07-31,204.4,205.1,199.01,205.01,51247969
2020-08-03,211.52,217.64,210.44,216.54,78983009
2020-08-04,214.17,214.77,210.31,213.29,49280100
2020-08-05,214.9,215.0,211.57,212.94,28858621
2020-08-06,212.34,216.37,211.55,216.35,32656843
2020-08-07,214.85,215.7,210.93,212.48,27820421
2020-08-10,211.67,211.88,206.35,208.25,36716500
2020-08-11,207.16,207.65,203.14,203.38,36446500
2020-08-12,205.29,210.28,204.75,209.19,28041364
2020-08-13,209.44,211.35,208.15,208.7,22588900
2020-08-14,208.76,209.59,207.51,208.9,17958936
2020-08-17,209.6,211.19,208.92,210.28,20184800
2020-08-18,210.53,212.36,209.21,211.49,21336200
2020-08-19,211.49,212.1,209.25,209.7,27627600
2020-08-20,209.54,215.0,208.91,214.58,26981500
2020-08-21,213.86,216.25,212.85,213.02,36249319
2020-08-24,214.79,215.52,212.43,213.69,25460147
2020-08-25,213.1,216.61,213.1,216.47,23043700
2020-08-26,217.88,222.09,217.36,221.15,39600828
2020-08-27,222.89,231.15,219.4,226.58,57602200
2020-08-28,228.18,230.64,226.58,228.91,26292900
2020-08-31,227.0,228.7,224.31,225.53,28774200
2020-09-01,225.51,227.45,224.43,227.27,25791235
2020-09-02,227.97,232.86,227.35,231.65,34080839
2020-09-03,229.27,229.31,214.96,217.3,58400300
2020-09-04,215.1,218.36,205.19,214.25,59664100
2020-09-08,206.5,210.03,202.2,202.66,52924330
2020-09-09,207.6,214.84,206.7,211.29,45679000
2020-09-10,213.4,214.74,204.11,205.37,35461514
2020-09-11,207.2,208.63,201.24,204.03,33620100
2020-09-14,204.24,209.2,204.03,205.41,30375800
2020-09-15,208.42,209.78,206.93,208.78,21823942
2020-09-16,210.62,210.65,204.64,205.05,26372464
2020-09-17,200.05,204.33,199.96,202.91,34011300
2020-09-18,202.8,203.65,196.25,200.39,55225326
2020-09-21,197.19,202.71,196.38,202.54,39839700
2020-09-22,205.06,208.1,202.08,207.42,33517100
2020-09-23,207.9,208.1,200.03,200.59,30803800
2020-09-24,199.85,205.57,199.2,203.19,31202500
2020-09-25,203.55,209.04,202.54,207.82,29437312
2020-09-28,210.88,212.57,208.06,209.44,32004936
2020-09-29,209.35,210.07,206.81,207.26,24464472
2020-09-30,207.73,211.98,206.54,210.33,33829100
2020-10-01,213.49,213.99,211.32,212.46,27158418
2020-10-02,208.0,210.99,205.54,206.19,33154800
2020-10-05,207.22,210.41,206.98,210.38,21331600
2020-10-06,208.82,210.18,204.82,205.91,28554300
2020-10-07,207.06,210.11,206.72,209.83,25681100
2020-10-08,210.51,211.19,208.32,210.58,19925837
2020-10-09,211.23,215.86,211.23,215.81,26458047
2020-10-12,218.79,223.86,216.81,221.4,40461400
2020-10-13,222.72,225.21,220.43,222.86,28950843
2020-10-14,223.0,224.22,219.13,220.86,23451713
2020-10-15,217.1,220.36,216.01,219.66,22733100
2020-10-16,220.15,222.29,219.32,219.66,26057900
2020-10-19,220.42,222.3,213.72,214.22,27625841
2020-10-20,215.8,217.37,213.09,214.65,22753511
2020-10-21,213.12,216.92,213.12,214.8,22724906
2020-10-22,213.93,216.06,211.7,214.89,22351500
2020-10-23,215.03,216.28,213.16,216.23,18879608
2020-10-26,213.85,216.34,208.1,210.08,37111600
2020-10-27,211.59,214.67,210.33,213.25,36700325
2020-10-28,207.67,208.84,202.1,202.68,51195600
2020-10-29,204.07,207.36,203.37,204.72,31432600
2020-10-30,203.5,204.29,199.62,202.47,36980111
2020-11-02,204.29,205.28,200.12,202.33,30842200
2020-11-03,203.89,208.12,203.12,206.43,27512030
2020-11-04,214.02,218.32,212.42,216.39,42311800
2020-11-05,222.04,224.12,221.15,223.29,36080137
2020-11-06,222.26,224.36,218.03,223.72,25231900
2020-11-09,224.44,228.12,217.88,218.39,44395000
2020-11-10,214.5,216.5,209.72,211.01,44045120
2020-11-11,212.39,218.04,212.2,216.55,29440800
2020-11-12,217.21,219.11,214.46,215.44,21616115
2020-11-13,216.36,217.42,214.16,216.51,18630307
2020-11-16,214.87,217.74,214.52,217.23,24953344
2020-11-17,216.1,217.68,214.08,214.46,24154112
2020-11-18,213.65,215.17,210.93,211.08,28372800
2020-11-19,211.38,213.03,209.93,212.42,24792746
2020-11-20,212.2,213.29,210.0,210.39,22843119
2020-11-23,210.95,212.29,208.16,210.11,25683507
2020-11-24,209.59,214.25,208.86,213.86,33979731
2020-11-25,215.11,215.29,212.46,213.87,21012900
2020-11-27,214.85,216.27,214.04,215.23,14512213
2020-11-30,214.1,214.76,210.84,214.07,33064800
2020-12-01,214.51,217.32,213.35,216.21,30931318
2020-12-02,214.88,215.47,212.8,215.37,23724509
2020-12-03,214.61,216.38,213.65,214.24,25120922
2020-12-04,214.22,215.38,213.18,214.36,24666039
2020-12-07,214.37,215.54,212.99,214.29,24620000
2020-12-08,213.97,216.95,212.89,216.01,23284100
2020-12-09,215.16,215.23,211.21,211.8,32440603
2020-12-10,211.77,213.08,210.36,210.52,26733300
2020-12-11,210.05,213.32,209.11,213.26,30979440
2020-12-14,213.1,216.21,212.88,214.2,28798400
2020-12-15,215.17,215.42,212.24,214.13,27018106
2020-12-16,214.75,220.11,214.72,219.28,35023300
2020-12-17,219.87,220.89,217.92,219.42,32515800
2020-12-18,218.59,219.69,216.02,218.59,63354922
2020-12-21,217.55,224.0,217.28,222.59,37181900
2020-12-22,222.69,225.63,221.85,223.94,22643397
2020-12-23,223.11,223.56,220.8,221.02,18699638
2020-12-24,221.42,223.61,221.2,222.75,10550600
2020-12-28,224.45,226.03,223.02,224.96,17933500
2020-12-29,226.31,227.18,223.58,224.15,17403213
2020-12-30,225.23,225.63,221.47,221.68,20272337
2020-12-31,221.7,223.0,219.68,222.42,20942132
2021-01-04,222.53,223.0,214.81,217.69,37130139
2021-01-05,217.26,218.52,215.7,217.9,23823000
2021-01-06,212.17,216.49,211.94,212.25,35930700
2021-01-07,214.04,219.34,213.71,218.29,27694500
2021-01-08,218.68,220.58,217.03,219.62,22956206
2021-01-11,218.47,218.91,216.73,217.49,23047029
2021-01-12,216.5,217.1,213.32,214.93,23249336
2021-01-13,214.02,216.76,213.93,216.34,20087100
2021-01-14,215.91,217.46,212.74,213.02,29480800
2021-01-15,213.52,214.51,212.03,212.65,31746512
2021-01-19,213.75,216.98,212.63,216.44,30480900
2021-01-20,217.7,225.79,217.29,224.34,37777300
2021-01-21,224.7,226.3,222.42,224.97,30749553
2021-01-22,227.08,230.07,225.8,225.95,30172700
2021-01-25,229.12,229.78,224.22,229.53,33152100
2021-01-26,231.86,234.18,230.08,232.33,49169601
2021-01-27,238.0,240.44,230.14,232.9,69870638
2021-01-28,235.61,242.64,235.09,238.93,49111200
2021-01-29,235.99,238.02,231.35,231.96,42503138
2021-02-01,235.06,242.5,232.43,239.65,33314200
2021-02-02,241.3,242.31,238.69,239.51,25916337
2021-02-03,239.57,245.09,239.26,243.0,27158104
2021-02-04,242.66,243.24,240.37,242.01,25296100
2021-02-05,242.23,243.28,240.42,242.2,18054800
2021-02-08,243.15,243.68,240.81,242.47,22211929
2021-02-09,241.87,244.76,241.38,243.77,23565000
2021-02-10,245.0,245.92,240.89,242.82,22186706
2021-02-11,244.78,245.15,242.15,244.49,15751100
2021-02-12,243.93,245.3,242.73,244.99,16561100
2021-02-16,245.03,246.13,242.92,243.7,26728500
2021-02-17,241.32,244.31,240.94,244.2,21673109
2021-02-18,241.8,243.93,240.86,243.79,16925600
2021-02-19,243.75,243.86,240.18,240.97,25262600
2021-02-22,237.42,237.93,232.4,234.51,36446936
2021-02-23,230.33,234.83,228.73,233.27,30228704
2021-02-24,230.01,235.2,229.0,234.55,26339746
2021-02-25,232.08,234.59,227.88,228.99,39542235
2021-02-26,231.53,235.37,229.54,232.38,37819227
2021-03-01,235.9,237.47,233.15,236.94,25332837
2021-03-02,237.01,237.3,233.45,233.87,22812500
2021-03-03,232.16,233.58,227.26,227.56,34029526
2021-03-04,226.74,232.49,224.26,226.73,44727800
2021-03-05,229.52,233.27,226.46,231.6,41872800
2021-03-08,231.37,233.37,227.13,227.39,35267440
2021-03-09,232.88,235.38,231.67,233.78,33080531
2021-03-10,237.0,237.0,232.04,232.42,29746812
2021-03-11,234.96,239.17,234.31,237.13,29907600
2021-03-12,234.01,235.82,233.23,235.75,22653700
2021-03-15,234.96,235.19,231.81,234.81,26042669
2021-03-16,236.28,240.06,235.94,237.71,28092200
2021-03-17,236.15,238.55,233.23,237.04,29562100
2021-03-18,232.56,234.19,230.33,230.72,34852251
2021-03-19,231.02,232.47,229.35,230.35,46430730
2021-03-22,230.27,236.9,230.14,235.99,30127005
2021-03-23,237.49,241.05,237.07,237.58,31638400
2021-03-24,237.85,238.0,235.32,235.46,25620127
2021-03-25,235.3,236.94,231.57,232.34,34061900
2021-03-26,231.55,236.71,231.55,236.48,25479900
2021-03-29,236.59,236.8,231.88,235.24,25227500
2021-03-30,233.53,233.85,231.1,231.85,24792012
2021-03-31,232.91,239.1,232.39,235.77,43623500
2021-04-01,238.47,242.84,238.05,242.35,30338000
2021-04-05,242.76,249.96,242.7,249.07,36910609
2021-04-06,247.61,249.4,246.88,247.86,22931923
2021-04-07,247.81,250.93,247.19,249.9,22719835
2021-04-08,252.77,254.14,252.0,253.25,23625200
2021-04-09,252.87,255.99,252.44,255.85,24326833
2021-04-12,254.71,257.67,254.62,255.91,27148700
2021-04-13,257.26,259.19,256.83,258.49,23837500
2021-04-14,257.48,258.83,255.16,255.59,23070938
2021-04-15,257.93,259.93,257.73,259.5,25627500
2021-04-16,259.47,261.0,257.6,260.74,24878600
2021-04-19,260.19,261.48,257.82,258.74,23209300
2021-04-20,257.82,260.2,256.84,258.26,19722900
2021-04-21,258.94,260.68,257.25,260.58,24030400
2021-04-22,260.21,261.78,255.64,257.17,25606200
2021-04-23,257.88,261.51,257.27,261.15,21499286
2021-04-26,261.66,262.44,260.17,261.55,19763346
2021-04-27,261.58,263.19,260.12,261.97,31014213
2021-04-28,256.08,256.54,252.95,254.56,46903119
2021-04-29,255.46,256.1,249.0,252.51,40589023
2021-04-30,249.74,253.08,249.6,252.18,30945100
