date,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40
2009-01-12,-0.12208749847390629,-0.12208749847390629,-0.1517874981026563,-0.148049998149375,-0.01344326530612242,0.2042700562567466,0.4644897011245508,0.12584169661965833,-0.14064166490864585,-3.870789212693944,-0.1138624985767189,-0.10756249865546884,-0.1517874981026563,-0.148049998149375,-0.013164081632653033,0.1141964364482617,0.7016325098709156,0.08451099844516864,-0.13579999830250009,-3.3651768059703784,-0.11038392719162954,-0.09143749885703131,-0.1517874981026563,-0.148049998149375,-0.013810174927113674,0.07660306742982842,0.9648977622657625,0.06193039251856098,-0.1304249983696875,-2.620634800781352,2.101241491423136,-0.44712763543553363,4.835686926602838,0.0,-1.0,3.0,0.16248358284833597,0.6289999371000066,0.0,0.3999999998
2009-01-13,-0.148049998149375,-0.14766249815421884,-0.17811249777359375,-0.1694999978812501,-0.011265306122448956,0.248224639943298,0.47673459658477485,0.2828406035588643,-0.16509166460302088,-3.022165890695487,-0.1266958317496354,-0.10982499862718756,-0.17811249777359375,-0.1694999978812501,-0.012751700680272083,0.009859591034867126,1.0944895725531474,0.12612115449182526,-0.15247916476067708,-2.6341136395835263,-0.11474285570857144,-0.09143749885703131,-0.17811249777359375,-0.1694999978812501,-0.012905306122448952,-0.1185450349240455,1.394693592919674,0.09936543030639824,-0.14634999817062497,-2.6587616184457423,1.8579739371055446,-0.3697537481481434,4.416859439446567,0.0,-1.0,3.0,0.13185045020925362,0.6470999352900065,0.0,0.3999999998
2009-01-14,-0.1694999978812501,-0.148749998140625,-0.17759999778000013,-0.17378749782765637,-0.011942857142857118,0.4483744291484915,0.4506121529362973,0.13214898821534238,-0.16671249791609388,-0.24306725688162215,-0.1465458315015104,-0.12208749847390629,-0.17811249777359375,-0.17378749782765637,-0.012217142857142831,0.18080690358361948,0.8942855317784623,0.07719766161140773,-0.1579958313583855,-1.9312056677103464,-0.12269285560919647,-0.09143749885703131,-0.17811249777359375,-0.17378749782765637,-0.012675481049562657,-0.08240311642522034,1.394693592919674,0.049899040473168524,-0.14777916481942724,-2.4474838977257716,1.321453829904147,-0.23858021144146588,3.8421774522236714,0.0,-1.0,3.0,0.3662460728470321,0.7451999254800074,0.0,0.3999999998
2009-01-15,-0.17378749782765637,-0.16224999797187503,-0.18289999771375,-0.17173749785328127,-0.009653265306122429,0.5248119658432066,0.3167346292378303,0.5405565681074046,-0.17229583117963548,0.9963676884578295,-0.16377916461942715,-0.14766249815421884,-0.18289999771375,-0.17173749785328127,-0.010953809523809501,0.40482972580439575,0.5548978459392138,0.3167788841046887,-0.1674333312404168,-0.629241615963132,-0.1327285697694643,-0.09143749885703131,-0.18289999771375,-0.17173749785328127,-0.012231895043731754,0.05021084334679347,1.4728568422741128,0.12204453587883889,-0.14869166480802087,-1.63250904726102,1.0248332299227556,-0.0895732821614947,3.1053658584814743,0.0,-1.0,3.0,0.6727941358155183,0.9497999050200098,0.0,0.3999999998
2009-01-16,-0.17173749785328127,-0.15052499811843761,-0.17184999785187507,-0.1591374980107813,-0.012294693877550994,0.6521256172835415,0.32775503515203286,0.5961309458962822,-0.16050416466036485,3.4542771108281816,-0.17167499785406268,-0.148749998140625,-0.18289999771375,-0.1591374980107813,-0.01129693877551018,0.6513596042063936,0.5371427475218884,0.695826971143128,-0.16359583128838553,2.3356507486454197,-0.14352321249167427,-0.10756249865546884,-0.18289999771375,-0.1591374980107813,-0.012092623906705515,0.317691635455907,1.209591589879266,0.3154139149786103,-0.1498666647933333,-0.5362888813364339,1.629144039644546,0.19030334721615164,3.9905659522589563,0.8,1.0,3.0,0.6566177275018003,0.8294999170500076,0.0,0.3999999998
2009-01-19,-0.1591374980107813,-0.14496249818796877,-0.16716249791046878,-0.1669124979135938,-0.014768367346938744,0.40753537812387347,0.34204074652229655,0.011261254807850785,-0.15967916467067708,-1.2511250775759881,-0.16822083123057294,-0.14496249818796877,-0.18289999771375,-0.1669124979135938,-0.012238775510204056,0.5157292834008573,0.5989794695960263,0.4214166608874256,-0.16492499793843757,0.6724326388332768,-0.15060714097455347,-0.10982499862718756,-0.18289999771375,-0.1669124979135938,-0.01241632653061222,0.30803512317990667,1.1726528219075865,0.21878203360040444,-0.1532124980848437,-0.6156588370726956,0.8438960851132087,-0.09728052062905627,2.423777875245796,0.0,1.0,3.0,0.5439041059008434,0.7810999218900075,0.0,0.3999999998
2009-01-20,-0.1669124979135938,-0.16464999794187507,-0.1911749976103126,-0.18669999766625006,-0.012021224489795894,0.26247990889567735,0.4126529770095968,0.1687086841240897,-0.18084166440614582,-3.229969805527915,-0.16592916459255208,-0.14496249818796877,-0.1911749976103126,-0.18669999766625006,-0.01302809523809521,0.250970369838888,0.7340814828405148,0.09683524468075672,-0.1742791644881771,-1.747316949695638,-0.15874464087283488,-0.12208749847390629,-0.1911749976103126,-0.18669999766625006,-0.012198425655976652,0.16769473857306622,1.1075507943773897,0.06477292050788529,-0.1666541645834896,-1.5231844423785623,1.5272035363644105,-0.3278021481884335,4.337520556530099,0.0,-1.0,3.0,0.5582098026389357,0.6829999317000067,0.0,0.3999999998
2009-01-21,-0.18669999766625006,-0.16794999790062504,-0.19307499758656255,-0.17306249783671884,-0.011175918367346915,0.6676809831568822,0.38979583881717583,0.7965170086930287,-0.17802916444130223,3.2139288373488255,-0.17091666453020826,-0.14496249818796877,-0.19307499758656255,-0.17306249783671884,-0.012655170068027185,0.47411795478764956,0.7651018846730852,0.4159520831483276,-0.1703666645370834,0.2769983986385661,-0.16797499790031256,-0.14496249818796877,-0.19307499758656255,-0.17306249783671884,-0.011874518950437292,0.43885395781446274,0.7651018846730852,0.4159520831483276,-0.1703666645370834,-0.028708616722893272,1.3150185027802834,0.10944240828886452,3.40700380086535,0.8,-1.0,3.0,0.9194562932135891,0.499999950000005,0.0,0.3999999998
2009-01-22,-0.17306249783671884,-0.16927499788406264,-0.18871249764109382,-0.18106249773671879,-0.01247775510204079,0.4032574624592668,0.29693871491046536,0.39356887479815345,-0.1796833310872917,-1.5578764122177549,-0.17555833113885425,-0.16464999794187507,-0.19307499758656255,-0.18106249773671879,-0.0118916326530612,0.43323760336787503,0.4436733788421672,0.42260315206105964,-0.17959583108838542,-0.4681906971163835,-0.17154821214136176,-0.14496249818796877,-0.19307499758656255,-0.18106249773671879,-0.012047725947521841,0.38515579390830457,0.7651018846730852,0.24967517295786626,-0.17303333117041686,-0.4887537549752672,0.8172664062620795,-0.16323870020605502,2.3229782736610574,0.0,1.0,3.0,0.4548829833107803,0.657499934250007,0.0,0.3999999998
2009-01-23,-0.18106249773671879,-0.17662499779218763,-0.1979749975253126,-0.17956249775546881,-0.011740612244897934,0.5183163639767062,0.3281631983340408,0.8624116644369666,-0.18472083102432307,0.8512878079696491,-0.18027499774656253,-0.16794999790062504,-0.1979749975253126,-0.17956249775546881,-0.011798095238095213,0.5086918883681777,0.4697958224906493,0.6132387060912963,-0.18182916439380217,0.618651043733936,-0.17319999783500004,-0.14496249818796877,-0.1979749975253126,-0.17956249775546881,-0.012018833819241959,0.42304664487714,0.8451018683465586,0.3473236590300262,-0.17416666448958346,-0.100094170874999,0.740831202994234,0.020480474680913123,1.0603866513584128,0.8,-1.0,3.0,0.49350434813350474,0.6838999316100071,1.0,0.3999999998
