phase,Unnamed: 0,date,open,high,low,close,volume
,96,2020-11-11,1.1813,1.18327,1.17454,1.17771,243953
,97,2020-11-12,1.17771,1.18232,1.17586,1.18029,249034
,98,2020-11-13,1.18029,1.18375,1.17995,1.18347,196709
,99,2020-11-16,1.18407,1.18691,1.18141,1.18498,253439
,100,2020-11-17,1.18498,1.18938,1.18426,1.18615,209588
,101,2020-11-18,1.18615,1.18911,1.18492,1.18522,201529
,102,2020-11-19,1.18522,1.18827,1.18161,1.18727,215870
,103,2020-11-20,1.18727,1.18909,1.18497,1.18555,185941
,104,2020-11-23,1.18505,1.19061,1.18,1.18393,216892
,105,2020-11-24,1.18393,1.18963,1.18333,1.18898,199072
,106,2020-11-25,1.18898,1.19297,1.18819,1.19118,231673
,107,2020-11-26,1.19118,1.1941,1.18853,1.19123,123986
,108,2020-11-27,1.19123,1.19639,1.19067,1.19624,143796
,109,2020-11-30,1.19605,1.20033,1.19227,1.19232,230434
,110,2020-12-01,1.19232,1.20767,1.19231,1.20674,234339
,111,2020-12-02,1.20674,1.21185,1.20401,1.21134,256795
,112,2020-12-03,1.21134,1.21746,1.21011,1.21393,240624
,113,2020-12-04,1.21393,1.21776,1.21104,1.21212,253429
,114,2020-12-07,1.213,1.21664,1.20785,1.2106,245381
,115,2020-12-08,1.2106,1.21341,1.20953,1.21012,235702
,116,2020-12-09,1.21012,1.21474,1.20586,1.20783,226636
,117,2020-12-10,1.20783,1.2159,1.20734,1.21339,296525
,118,2020-12-11,1.21339,1.2163,1.21054,1.21097,230448
,119,2020-12-14,1.2135,1.21768,1.21157,1.21431,202832
,120,2020-12-15,1.21431,1.21689,1.21216,1.21501,208243
,121,2020-12-16,1.21501,1.22123,1.21251,1.21965,260438
,122,2020-12-17,1.21965,1.22728,1.219,1.22659,214269
,123,2020-12-18,1.22659,1.22717,1.22255,1.22524,204879
,124,2020-12-21,1.22209,1.22531,1.21294,1.22408,364858
,125,2020-12-22,1.22408,1.22572,1.21523,1.2161,264541
,126,2020-12-23,1.2161,1.2221,1.2154,1.21831,256361
,127,2020-12-24,1.21831,1.22157,1.21764,1.21794,132431
,128,2020-12-28,1.21794,1.22504,1.21794,1.22137,212332
,129,2020-12-29,1.22137,1.22753,1.22062,1.22464,205280
,130,2020-12-30,1.22464,1.23101,1.22449,1.22927,226329
,131,2020-12-31,1.22927,1.23093,1.22149,1.22157,199933
,132,2021-01-04,1.2239,1.23099,1.22279,1.22433,325546
,133,2021-01-05,1.22433,1.23057,1.22411,1.22925,289540
,134,2021-01-06,1.22925,1.23495,1.22655,1.23237,448768
,135,2021-01-07,1.23237,1.23445,1.22451,1.22697,341162
,136,2021-01-08,1.22697,1.22848,1.2193,1.22189,373243
,137,2021-01-11,1.22175,1.22251,1.21321,1.21497,287948
,138,2021-01-12,1.21497,1.22097,1.21371,1.22058,273308
,139,2021-01-13,1.22058,1.22229,1.21395,1.21568,257724
,140,2021-01-14,1.21568,1.2179,1.2111,1.21515,302773
,141,2021-01-15,1.21515,1.21625,1.20743,1.20747,244956
,142,2021-01-18,1.20826,1.20869,1.20535,1.20746,192994
,143,2021-01-19,1.20746,1.21449,1.2074,1.21285,219107
,144,2021-01-20,1.21285,1.21582,1.20767,1.21044,245346
,145,2021-01-21,1.21044,1.21732,1.21011,1.21615,257761
,146,2021-01-22,1.21615,1.21896,1.21516,1.21704,241011
,147,2021-01-25,1.21679,1.21833,1.2116,1.21368,277040
,148,2021-01-26,1.21368,1.2176,1.21078,1.21596,271612
,149,2021-01-27,1.21596,1.21699,1.20585,1.21078,367735
,150,2021-01-28,1.21078,1.21424,1.20808,1.21204,370399
,151,2021-01-29,1.21204,1.21561,1.20943,1.21327,378779
,152,2021-02-01,1.2128,1.21365,1.2056,1.20594,313752
,153,2021-02-02,1.20594,1.20878,1.20114,1.20433,287957
,154,2021-02-03,1.20433,1.20502,1.2004,1.20348,228413
,155,2021-02-04,1.20348,1.20428,1.19573,1.19614,244186
,156,2021-02-05,1.19614,1.205,1.19521,1.2049,244828
,157,2021-02-08,1.20364,1.2066,1.20198,1.20449,209426
,158,2021-02-09,1.20449,1.2122,1.20438,1.21169,235272
,159,2021-02-10,1.21169,1.21441,1.21088,1.21174,229752
,160,2021-02-11,1.21174,1.21495,1.21135,1.21281,169159
,161,2021-02-12,1.21281,1.2135,1.20815,1.21188,173998
,162,2021-02-15,1.21245,1.21452,1.21167,1.21275,126504
,163,2021-02-16,1.21275,1.21695,1.20952,1.21058,214881
,164,2021-02-17,1.21058,1.2106,1.2023,1.20343,236296
,165,2021-02-18,1.20343,1.20946,1.20343,1.20891,205259
,166,2021-02-19,1.20891,1.21445,1.20823,1.21142,186723
,167,2021-02-22,1.21129,1.21693,1.20911,1.21535,239055
,168,2021-02-23,1.21535,1.21801,1.21353,1.21496,227229
,169,2021-02-24,1.21496,1.21747,1.21092,1.21616,305165
,170,2021-02-25,1.21616,1.22432,1.21559,1.2168,789536
,171,2021-02-26,1.2168,1.2183,1.20622,1.20699,470052
,172,2021-03-01,1.20701,1.21012,1.20275,1.20484,267770
,173,2021-03-02,1.20484,1.20944,1.19918,1.209,269812
,174,2021-03-03,1.209,1.21133,1.20428,1.20619,281813
,175,2021-03-04,1.20619,1.20663,1.19615,1.19636,368119
,176,2021-03-05,1.19636,1.19771,1.18931,1.19076,405843
,177,2021-03-08,1.19176,1.19324,1.18441,1.18461,308289
,178,2021-03-09,1.18461,1.19158,1.18355,1.18997,292341
,179,2021-03-10,1.18997,1.19298,1.18688,1.19287,277311
,180,2021-03-11,1.19287,1.19899,1.19154,1.19838,253829
,181,2021-03-12,1.19838,1.19885,1.19099,1.19499,235667
,182,2021-03-15,1.19443,1.19675,1.1911,1.19243,200760
,183,2021-03-16,1.19243,1.19518,1.18821,1.19014,211871
,184,2021-03-17,1.19014,1.1986,1.18861,1.19777,227756
,185,2021-03-18,1.19777,1.19888,1.19062,1.19142,278494
,186,2021-03-19,1.19142,1.19372,1.18738,1.19011,229437
,187,2021-03-22,1.18709,1.19469,1.18708,1.19315,184709
,188,2021-03-23,1.19315,1.19408,1.18421,1.18486,195705
,189,2021-03-24,1.18486,1.18532,1.18097,1.18121,196053
,190,2021-03-25,1.18121,1.18278,1.17617,1.17634,210937
,191,2021-03-26,1.17634,1.18051,1.17622,1.1793,158808
,192,2021-03-29,1.17894,1.17939,1.17606,1.1764,179285
,193,2021-03-30,1.1764,1.17765,1.17112,1.17146,177077
,194,2021-03-31,1.17146,1.17601,1.17041,1.17299,188122
,195,2021-04-01,1.17299,1.178,1.17127,1.17757,190527
,196,2021-04-02,1.17757,1.17867,1.17491,1.17606,78624
,197,2021-04-05,1.17549,1.18195,1.17374,1.18103,110989
,198,2021-04-06,1.18103,1.18776,1.1795,1.18739,175378
,199,2021-04-07,1.18739,1.19148,1.18607,1.18621,192275
,200,2021-04-08,1.18621,1.19275,1.18608,1.19126,166136
,201,2021-04-09,1.19126,1.19201,1.18671,1.18976,157311
,202,2021-04-12,1.18893,1.19192,1.18713,1.19103,149352
,203,2021-04-13,1.19103,1.19559,1.18766,1.19473,182342
,204,2021-04-14,1.19473,1.19874,1.19429,1.19775,161041
,205,2021-04-15,1.19775,1.19932,1.19561,1.19645,157580
,206,2021-04-16,1.19645,1.19948,1.19504,1.19817,136752
,207,2021-04-19,1.19721,1.2048,1.19425,1.20363,172375
,208,2021-04-20,1.20363,1.20798,1.20225,1.20343,165930
,209,2021-04-21,1.20343,1.20437,1.19983,1.20343,136222
,210,2021-04-22,1.20343,1.20697,1.19937,1.20145,186993
,211,2021-04-23,1.20145,1.21001,1.20128,1.20968,158413
,212,2021-04-26,1.20914,1.21169,1.2061,1.20852,168006
,213,2021-04-27,1.20852,1.20928,1.20566,1.20896,154199
,214,2021-04-28,1.20896,1.21348,1.20562,1.21248,210792
,215,2021-04-29,1.21248,1.215,1.21021,1.21181,182519
,216,2021-04-30,1.21181,1.21266,1.20161,1.20161,199794
,217,2021-05-03,1.20319,1.20762,1.20131,1.20632,148092
,218,2021-05-04,1.20632,1.20637,1.19989,1.20125,205719
,219,2021-05-05,1.20125,1.20267,1.19859,1.20042,166235
,220,2021-05-06,1.20042,1.20717,1.19931,1.20647,174230
,221,2021-05-07,1.20647,1.21714,1.20527,1.21629,266937
,222,2021-05-10,1.21629,1.21782,1.21275,1.21287,214639
,223,2021-05-11,1.21287,1.21817,1.21231,1.21454,236174
,224,2021-05-12,1.21454,1.21522,1.20656,1.20678,308083
,225,2021-05-13,1.20678,1.21061,1.20513,1.20781,304736
,226,2021-05-14,1.20781,1.21477,1.20707,1.21448,212443
,227,2021-05-17,1.21435,1.21688,1.21261,1.21481,188420
,228,2021-05-18,1.21481,1.22341,1.21481,1.22217,184720
,229,2021-05-19,1.22217,1.22454,1.21597,1.21697,264009
,230,2021-05-20,1.21697,1.22293,1.21686,1.22269,199854
,231,2021-05-21,1.22269,1.22399,1.21607,1.21807,213612
,232,2021-05-24,1.21745,1.223,1.21718,1.22137,174979
,233,2021-05-25,1.22137,1.22664,1.22107,1.22484,197597
,234,2021-05-26,1.22484,1.22629,1.21819,1.21921,182378
,235,2021-05-27,1.21921,1.22151,1.21752,1.21937,191748
,236,2021-05-28,1.21937,1.22048,1.21326,1.21915,183731
,237,2021-05-31,1.21994,1.22313,1.21833,1.22237,107372
,238,2021-06-01,1.22237,1.22544,1.22107,1.22128,160299
,239,2021-06-02,1.22128,1.22265,1.2164,1.2209,154526
,240,2021-06-03,1.2209,1.22142,1.21181,1.21265,171640
,241,2021-06-04,1.21265,1.21858,1.21039,1.21664,175073
,242,2021-06-07,1.21605,1.22018,1.21449,1.21893,121674
,243,2021-06-08,1.21893,1.21942,1.21642,1.21729,144843
,244,2021-06-09,1.21729,1.2218,1.21711,1.21779,114653
,245,2021-06-10,1.21779,1.21947,1.21432,1.21672,196269
,246,2021-06-11,1.21672,1.2193,1.20926,1.2108,141670
,247,2021-06-14,1.2108,1.21305,1.20941,1.21189,119958
,248,2021-06-15,1.21189,1.21473,1.21012,1.21259,136185
,249,2021-06-16,1.21259,1.21348,1.19924,1.19945,224996
,250,2021-06-17,1.19945,1.20064,1.18916,1.19052,254460
,251,2021-06-18,1.19052,1.19249,1.18471,1.18624,253382
,252,2021-06-21,1.18559,1.19214,1.18476,1.19164,236331
,253,2021-06-22,1.19164,1.19527,1.1881,1.19368,192965
,254,2021-06-23,1.19368,1.19701,1.19114,1.19257,184047
,255,2021-06-24,1.19257,1.19563,1.19177,1.19313,170293
,256,2021-06-25,1.19313,1.19753,1.19263,1.19351,157807
,257,2021-06-28,1.19324,1.19445,1.19023,1.19218,163316
,258,2021-06-29,1.19218,1.19297,1.18776,1.18949,158300
,259,2021-06-30,1.18949,1.1909,1.1845,1.18561,187905
,260,2021-07-01,1.18561,1.18842,1.18373,1.18483,175634
,261,2021-07-02,1.18483,1.18742,1.1807,1.1864,191806
,262,2021-07-05,1.18658,1.18805,1.18513,1.18593,105671
,263,2021-07-06,1.18593,1.18952,1.18067,1.18234,207201
,264,2021-07-07,1.18234,1.18364,1.17813,1.179,196665
,265,2021-07-08,1.179,1.18678,1.17834,1.1842,240001
,266,2021-07-09,1.1842,1.18812,1.1825,1.1877,161982
,267,2021-07-12,1.18698,1.18802,1.18361,1.18592,129618
,268,2021-07-13,1.18592,1.18751,1.17721,1.1776,165277
,269,2021-07-14,1.1776,1.18388,1.17719,1.18346,147142
,270,2021-07-15,1.18346,1.18507,1.17961,1.18106,157205
,271,2021-07-16,1.18106,1.18224,1.17922,1.18011,141784
,272,2021-07-19,1.18071,1.18245,1.17636,1.17969,197428
,273,2021-07-20,1.17969,1.18024,1.17556,1.17765,203038
,274,2021-07-21,1.17765,1.18048,1.17517,1.17903,195595
,275,2021-07-22,1.17903,1.18305,1.17573,1.17704,242562
,276,2021-07-23,1.17704,1.17864,1.17544,1.17671,164655
,277,2021-07-26,1.17715,1.18173,1.17634,1.18021,179736
,278,2021-07-27,1.18021,1.18412,1.177,1.18163,188065
,279,2021-07-28,1.18163,1.18496,1.1772,1.18427,229179
,280,2021-07-29,1.18427,1.18928,1.18388,1.18847,167633
,281,2021-07-30,1.18847,1.19087,1.18515,1.18673,187991
,282,2021-08-02,1.18673,1.1897,1.1859,1.18665,154808
,283,2021-08-03,1.18665,1.18934,1.18535,1.18633,158204
,284,2021-08-04,1.18633,1.18997,1.18326,1.18366,172577
,285,2021-08-05,1.18366,1.18573,1.18282,1.1832,147869
,286,2021-08-06,1.1832,1.18354,1.17542,1.17587,172508
,287,2021-08-09,1.17587,1.1769,1.17321,1.1736,148309
,288,2021-08-10,1.1736,1.17428,1.17095,1.17174,126763
,289,2021-08-11,1.17174,1.1754,1.17059,1.17364,142168
,290,2021-08-12,1.17364,1.17483,1.17236,1.17295,106407
,291,2021-08-13,1.17295,1.18048,1.17285,1.17949,103833
,292,2021-08-16,1.17943,1.1801,1.17674,1.17765,104197
,293,2021-08-17,1.17765,1.17848,1.17054,1.17083,153428
,294,2021-08-18,1.17083,1.17428,1.16936,1.17088,154595
,295,2021-08-19,1.17088,1.17166,1.16658,1.16743,175619
,296,2021-08-20,1.16743,1.17045,1.16639,1.16995,128685
,297,2021-08-23,1.16995,1.17503,1.1691,1.17434,124981
,298,2021-08-24,1.17434,1.17652,1.17271,1.17539,112105
,299,2021-08-25,1.17539,1.17745,1.1726,1.17705,125152
,300,2021-08-26,1.17705,1.1779,1.17459,1.17515,139012
,301,2021-08-27,1.17515,1.18023,1.1735,1.17958,182589
,302,2021-08-30,1.17936,1.18099,1.17827,1.17964,100102
,303,2021-08-31,1.17964,1.18451,1.17936,1.18081,178159
,304,2021-09-01,1.18081,1.18573,1.17936,1.1839,148131
,305,2021-09-02,1.1839,1.18761,1.18343,1.18747,114562
,306,2021-09-03,1.18747,1.1909,1.18657,1.18782,167922
,307,2021-09-06,1.18763,1.18864,1.18558,1.18684,77461
,308,2021-09-07,1.18684,1.18854,1.18374,1.18384,150493
,309,2021-09-08,1.18384,1.18512,1.1802,1.18129,158919
,310,2021-09-09,1.18129,1.18414,1.18051,1.18239,181237
,311,2021-09-10,1.18239,1.18512,1.18084,1.18084,145309
,312,2021-09-13,1.18119,1.18171,1.17701,1.18102,144313
,313,2021-09-14,1.18102,1.18458,1.18001,1.18023,174792
,314,2021-09-15,1.18023,1.18319,1.17991,1.18157,169414
,315,2021-09-16,1.18157,1.18207,1.17505,1.17655,176005
,316,2021-09-17,1.17655,1.17889,1.17245,1.17249,167133
,317,2021-09-20,1.173,1.17365,1.17002,1.17246,152566
,318,2021-09-21,1.17246,1.17487,1.17147,1.1722,165831
,319,2021-09-22,1.1722,1.17557,1.16843,1.16873,243562
,320,2021-09-23,1.16873,1.17502,1.16835,1.17385,178133
,321,2021-09-24,1.17385,1.17476,1.17007,1.17204,136368
,322,2021-09-27,1.1726,1.17264,1.16844,1.16955,185523
,323,2021-09-28,1.16955,1.17033,1.16681,1.16833,209566
,324,2021-09-29,1.16833,1.16902,1.15895,1.15968,206217
,325,2021-09-30,1.15968,1.16098,1.15625,1.15755,240024
,326,2021-10-01,1.15755,1.16074,1.15629,1.15928,223337
,327,2021-10-04,1.15928,1.16403,1.15877,1.16185,172774
,328,2021-10-05,1.16185,1.1622,1.15806,1.15969,168658
,329,2021-10-06,1.15969,1.16006,1.15291,1.15534,209699
,330,2021-10-07,1.15534,1.15721,1.15473,1.155,151153
,331,2021-10-08,1.155,1.15861,1.15413,1.1571,177325
,332,2021-10-11,1.15691,1.15868,1.1549,1.15494,115464
,333,2021-10-12,1.15494,1.15703,1.15245,1.15298,156517
,334,2021-10-13,1.15298,1.15974,1.15251,1.15907,187398
,335,2021-10-14,1.15907,1.16244,1.15839,1.15965,150378
,336,2021-10-15,1.15965,1.16187,1.15881,1.15949,162563
,337,2021-10-18,1.15912,1.16224,1.15718,1.16095,170511
,338,2021-10-19,1.16095,1.16694,1.16084,1.1632,157811
,339,2021-10-20,1.1632,1.16587,1.16169,1.16478,160512
,340,2021-10-21,1.16478,1.16674,1.16196,1.16225,168364
,341,2021-10-22,1.16225,1.16558,1.16204,1.16447,186228
,342,2021-10-25,1.1638,1.16652,1.15906,1.16065,162951
,343,2021-10-26,1.16065,1.16258,1.15848,1.15958,148647
,344,2021-10-27,1.15958,1.16263,1.15848,1.16026,211591
,345,2021-10-28,1.16026,1.16921,1.15822,1.16779,264390
,346,2021-10-29,1.16779,1.16902,1.15352,1.15611,224123
,347,2021-11-01,1.15573,1.16092,1.1546,1.1606,168189
,348,2021-11-02,1.1606,1.16135,1.15753,1.1579,159691
,349,2021-11-03,1.1579,1.16163,1.15623,1.16114,187742
,350,2021-11-04,1.16114,1.16164,1.15284,1.15543,163858
,351,2021-11-05,1.15543,1.15731,1.15133,1.15677,172377
,352,2021-11-08,1.15565,1.1595,1.15505,1.15852,131727
,353,2021-11-09,1.15852,1.1609,1.15696,1.15927,157880
,354,2021-11-10,1.15927,1.15953,1.14759,1.14783,207133
,355,2021-11-11,1.14783,1.14877,1.1443,1.14496,121559
,356,2021-11-12,1.14496,1.14622,1.14329,1.14433,131040
,357,2021-11-15,1.14469,1.1464,1.13563,1.13674,145396
,358,2021-11-16,1.13674,1.13857,1.13089,1.132,177767
,359,2021-11-17,1.132,1.13322,1.12634,1.13193,183185
,360,2021-11-18,1.13193,1.13741,1.13139,1.13719,159248
,361,2021-11-19,1.13719,1.13727,1.12501,1.12809,211020
,362,2021-11-22,1.12863,1.12905,1.12306,1.12347,200825
,363,2021-11-23,1.12347,1.1275,1.1226,1.12477,198009
,364,2021-11-24,1.12477,1.12554,1.11861,1.11972,212540
,365,2021-11-25,1.11972,1.12297,1.11935,1.1206,103216
,366,2021-11-26,1.1206,1.1332,1.12048,1.13063,280580
,367,2021-11-29,1.12981,1.13115,1.12584,1.12906,197073
,368,2021-11-30,1.12906,1.13828,1.1235,1.13377,302780
,369,2021-12-01,1.13377,1.13598,1.13025,1.13191,237385
,370,2021-12-02,1.13191,1.13477,1.12953,1.1301,193399
,371,2021-12-03,1.1301,1.13335,1.12667,1.13062,231941
,372,2021-12-06,1.1302,1.13151,1.12665,1.12838,153372
,373,2021-12-07,1.12838,1.12985,1.12275,1.12672,159389
,374,2021-12-08,1.12672,1.13548,1.12622,1.13419,185385
,375,2021-12-09,1.13419,1.13453,1.12784,1.12927,153252
,376,2021-12-10,1.12927,1.1324,1.12649,1.13159,158065
,377,2021-12-13,1.13098,1.13193,1.12601,1.12827,136595
,378,2021-12-14,1.12827,1.13238,1.12537,1.12585,145090
,379,2021-12-15,1.12585,1.12993,1.12216,1.12868,207365
,380,2021-12-16,1.12868,1.13605,1.12812,1.13298,199957
,381,2021-12-17,1.13298,1.13489,1.1235,1.12361,161309
,382,2021-12-20,1.12364,1.13039,1.12346,1.1275,162779
,383,2021-12-21,1.1275,1.13027,1.12608,1.12847,142060
,384,2021-12-22,1.12847,1.13424,1.12643,1.13262,134194
,385,2021-12-23,1.13262,1.13422,1.129,1.13237,121157
,386,2021-12-24,1.13237,1.13435,1.13065,1.1313,119320
,387,2021-12-27,1.1313,1.13347,1.1303,1.13265,80925
,388,2021-12-28,1.13265,1.13332,1.12896,1.13082,89873
,389,2021-12-29,1.13082,1.1369,1.12737,1.13457,126144
,390,2021-12-30,1.13457,1.13598,1.12985,1.13231,115919
,391,2021-12-31,1.13231,1.13864,1.13032,1.13835,97390
,392,2022-01-03,1.13835,1.13835,1.12796,1.12941,138840
,393,2022-01-04,1.12941,1.13226,1.12723,1.12866,162401
,394,2022-01-05,1.12866,1.13465,1.1277,1.13121,169119
,395,2022-01-06,1.13121,1.13318,1.12847,1.12949,177258
,396,2022-01-07,1.12949,1.13648,1.129,1.13609,153535
,397,2022-01-10,1.13518,1.13603,1.1285,1.13249,165453
,398,2022-01-11,1.13249,1.13754,1.13128,1.13661,157500
,399,2022-01-12,1.13661,1.14527,1.13546,1.14415,167011
,400,2022-01-13,1.14415,1.14816,1.14357,1.14547,164815
,401,2022-01-14,1.14547,1.14828,1.13985,1.14149,186228
,402,2022-01-17,1.14118,1.14343,1.13918,1.1403,102531
,403,2022-01-18,1.1403,1.14215,1.13146,1.13241,214253
,404,2022-01-19,1.13241,1.1357,1.13189,1.13424,172264
,405,2022-01-20,1.13424,1.1369,1.13031,1.13101,168226
,406,2022-01-21,1.13101,1.13598,1.13008,1.13437,167715
,407,2022-01-24,1.13408,1.1345,1.12903,1.13245,199812
,408,2022-01-25,1.13245,1.13287,1.12632,1.13003,175356
,409,2022-01-26,1.13003,1.13107,1.12351,1.1241,220800
,410,2022-01-27,1.1241,1.12434,1.11314,1.11452,227679
,411,2022-01-28,1.11452,1.11737,1.11214,1.11477,208229
,412,2022-01-31,1.11412,1.12478,1.1138,1.12331,197211
,413,2022-02-01,1.12331,1.12787,1.12208,1.12705,186552
,414,2022-02-02,1.12705,1.13299,1.12667,1.13017,157937
,415,2022-02-03,1.13017,1.14513,1.12669,1.1435,252013
,416,2022-02-04,1.1435,1.14837,1.14114,1.14506,234111
,417,2022-02-07,1.14645,1.14645,1.14152,1.14421,184127
,418,2022-02-08,1.14421,1.14488,1.13962,1.14143,163456
,419,2022-02-09,1.14143,1.14478,1.14026,1.14211,143583
,420,2022-02-10,1.14211,1.14948,1.1375,1.14275,256920
,421,2022-02-11,1.14275,1.14301,1.13298,1.13453,280896
,422,2022-02-14,1.13371,1.1369,1.12799,1.13057,260336
