phase,Unnamed: 0,date,open,high,low,close,volume
,634,2023-01-05,127.13,127.77,124.76,125.02,80962708
,635,2023-01-06,126.01,130.29,124.89,129.62,87754715
,636,2023-01-09,130.47,133.41,129.89,130.15,70790813
,637,2023-01-10,130.26,131.26,128.12,130.73,63896200
,638,2023-01-11,131.25,133.51,130.46,133.49,69458949
,639,2023-01-12,133.88,134.26,131.44,133.41,71379648
,640,2023-01-13,132.03,134.92,131.66,134.76,57809719
,641,2023-01-17,134.83,137.29,134.13,135.94,63646627
,642,2023-01-18,136.82,138.61,135.03,135.21,69672800
,643,2023-01-19,134.08,136.25,133.77,135.27,58280413
,644,2023-01-20,135.28,138.02,134.22,137.87,80223626
,645,2023-01-23,138.12,143.32,137.9,141.11,81760313
,646,2023-01-24,140.31,143.16,140.3,142.53,66435142
,647,2023-01-25,140.89,142.43,138.81,141.86,65799349
